,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
1799,1069043.0,3365915.0,340879.0,2218300.0,771835.0,1632860.0,510128.0,832453.0
1800,1068535.0,3368978.0,330841.0,2226226.0,766930.0,1636344.0,508866.0,832577.0
1801,1067639.0,3360809.0,339578.0,2238578.0,772598.0,1636597.0,509065.0,833138.0
1802,1068481.0,3350706.0,331824.0,2239587.0,775230.0,1642439.0,508887.0,832710.0
1803,1068270.0,3370916.0,333704.0,2253213.0,768975.0,1638948.0,509053.0,832019.0
1804,1068504.0,3374105.0,341809.0,2246877.0,767831.0,1639490.0,509379.0,832520.0
1805,1067501.0,3363702.0,321944.0,2210345.0,763437.0,1627879.0,509072.0,832096.0
1806,1068217.0,3359123.0,305629.0,2217606.0,758286.0,1626124.0,509051.0,832243.0
1807,1069067.0,3381875.0,331555.0,2219383.0,760941.0,1621995.0,509367.0,832620.0
1808,1069169.0,3384477.0,319914.0,2231361.0,761281.0,1625706.0,509677.0,832700.0
1809,1068465.0,3359793.0,337647.0,2230806.0,759100.0,1622692.0,509097.0,832245.0
1810,1068277.0,3378364.0,337338.0,2233825.0,770035.0,1640686.0,509405.0,832080.0
1811,1068069.0,3361552.0,330487.0,2254421.0,770357.0,1637949.0,509619.0,832178.0
1812,1068664.0,3379173.0,352296.0,2238691.0,763761.0,1628450.0,509259.0,832110.0
1813,1068384.0,3365138.0,316344.0,2211592.0,761203.0,1625441.0,509879.0,832494.0
1814,1068400.0,3343846.0,328035.0,2209559.0,758615.0,1626505.0,508653.0,831296.0
1815,1068250.0,3368531.0,320786.0,2234984.0,772371.0,1636070.0,509494.0,832102.0
1816,1066700.0,3375267.0,350479.0,2254187.0,767086.0,1646518.0,509377.0,832587.0
1817,1068620.0,3363417.0,347056.0,2257946.0,765150.0,1632013.0,509869.0,833015.0
1818,1069089.0,3369048.0,342902.0,2216594.0,766126.0,1631490.0,509813.0,832540.0
1819,1068365.0,3355163.0,347100.0,2223152.0,767603.0,1625982.0,509033.0,832770.0
1820,1069102.0,3361454.0,335097.0,2246347.0,753595.0,1630053.0,509071.0,831905.0
1821,1068490.0,3347078.0,301288.0,2208802.0,765032.0,1634325.0,509307.0,832618.0
1822,1068627.0,3361076.0,324376.0,2221387.0,774894.0,1636732.0,510041.0,832362.0
1823,1068581.0,3389183.0,318169.0,2242720.0,776382.0,1640327.0,509575.0,832761.0
1824,1068716.0,3375090.0,324012.0,2241167.0,770613.0,1641494.0,509078.0,833175.0
1825,1068994.0,3362404.0,357076.0,2228068.0,765867.0,1640879.0,509032.0,831970.0
1826,1068897.0,3369707.0,311015.0,2244271.0,765208.0,1626156.0,509393.0,832371.0
1827,1067118.0,3364499.0,347458.0,2232454.0,762087.0,1630741.0,509083.0,831863.0
1828,1068327.0,3345899.0,324397.0,2214667.0,770247.0,1644091.0,509003.0,832403.0
1829,1068954.0,3328088.0,320348.0,2225308.0,770464.0,1637121.0,508857.0,832768.0
1830,1069221.0,3361053.0,332457.0,2208073.0,775086.0,1642067.0,509513.0,832377.0
1831,1068387.0,3360511.0,322457.0,2233421.0,768006.0,1639245.0,509890.0,833074.0
1832,1068313.0,3381852.0,352120.0,2246206.0,773844.0,1645301.0,509514.0,832405.0
1833,1068493.0,3347267.0,344116.0,2257664.0,766587.0,1634688.0,509235.0,832852.0
1834,1068915.0,3389986.0,342434.0,2244798.0,771014.0,1642617.0,509622.0,832919.0
1835,1067276.0,3350458.0,335807.0,2246537.0,768613.0,1639707.0,508890.0,832387.0
1836,1067557.0,3370947.0,346126.0,2246024.0,775450.0,1626686.0,509751.0,832961.0
1837,1068160.0,3369280.0,341132.0,2228131.0,774161.0,1646925.0,509676.0,832623.0
1838,1068948.0,3359631.0,341347.0,2229878.0,776019.0,1635787.0,509336.0,832906.0
1839,1067413.0,3365158.0,306081.0,2213168.0,769841.0,1639717.0,509255.0,831875.0
1840,1068413.0,3379043.0,297046.0,2236321.0,766937.0,1646618.0,509607.0,832692.0
1841,1067936.0,3377317.0,331473.0,2232030.0,774682.0,1628864.0,508975.0,832317.0
1842,1068952.0,3389906.0,338222.0,2265419.0,759554.0,1627099.0,509716.0,834008.0
1843,1068472.0,3348853.0,339062.0,2225603.0,763157.0,1630202.0,509564.0,831789.0
1844,1069115.0,3382326.0,345429.0,2246434.0,761963.0,1625804.0,509436.0,833005.0
1845,1068918.0,3351040.0,354269.0,2222543.0,756960.0,1627983.0,508953.0,832881.0
1846,1068794.0,3377238.0,318214.0,2241998.0,764519.0,1629072.0,509172.0,832451.0
1847,1068070.0,3360945.0,317766.0,2231874.0,757610.0,1624763.0,509697.0,832271.0
1848,1066926.0,3358307.0,324887.0,2208990.0,770463.0,1635622.0,508653.0,832329.0
1849,1068218.0,3349923.0,329055.0,2244115.0,772615.0,1643136.0,509186.0,832502.0
1850,1069160.0,3360160.0,327742.0,2268845.0,772393.0,1642001.0,509300.0,832284.0
1851,1068908.0,3355797.0,318936.0,2234375.0,771593.0,1633071.0,509248.0,831883.0
1852,1068062.0,3356771.0,305199.0,2215553.0,776078.0,1632355.0,509807.0,832167.0
1853,1068432.0,3362621.0,335396.0,2221925.0,775954.0,1641226.0,508897.0,832269.0
1854,1068411.0,3347960.0,326928.0,2235235.0,770017.0,1641822.0,509030.0,832135.0
1855,1067181.0,3348060.0,333932.0,2206013.0,768008.0,1634114.0,508697.0,831905.0
1856,1068181.0,3355647.0,321960.0,2189346.0,767227.0,1644845.0,508827.0,832665.0
1857,1068338.0,3378331.0,334512.0,2257492.0,764718.0,1630478.0,508943.0,832373.0
1858,1067908.0,3343117.0,287009.0,2204637.0,760443.0,1628463.0,509133.0,832376.0
1859,1069315.0,3370175.0,317310.0,2259144.0,756755.0,1631278.0,509193.0,832960.0
1860,1068519.0,3363096.0,334242.0,2243964.0,754554.0,1632994.0,509058.0,833015.0
1861,1068148.0,3369898.0,335741.0,2224906.0,782549.0,1636645.0,509186.0,832949.0
1862,1068679.0,3379539.0,333416.0,2218706.0,771244.0,1638315.0,509013.0,832039.0
1863,1069339.0,3385960.0,312863.0,2237629.0,765453.0,1647389.0,509574.0,832225.0
1864,1069285.0,3379768.0,352207.0,2273641.0,763146.0,1624582.0,509806.0,833045.0
1865,1067846.0,3385775.0,351689.0,2232631.0,758837.0,1627420.0,509171.0,832720.0
1866,1067772.0,3365520.0,345778.0,2228291.0,768027.0,1639871.0,509070.0,832324.0
1867,1068896.0,3364463.0,327059.0,2207615.0,771759.0,1639641.0,508867.0,832735.0
1868,1068725.0,3386941.0,310093.0,2235654.0,772106.0,1640686.0,509149.0,832834.0
1869,1067642.0,3383269.0,336792.0,2239987.0,778232.0,1643583.0,509763.0,832212.0
1870,1068534.0,3376242.0,329793.0,2236309.0,768447.0,1637144.0,509294.0,832538.0
1871,1068295.0,3370281.0,345495.0,2252995.0,770442.0,1635314.0,509369.0,832668.0
1872,1068824.0,3357570.0,355719.0,2221479.0,771837.0,1641560.0,509393.0,832802.0
1873,1067626.0,3355329.0,315534.0,2231752.0,787340.0,1636144.0,508729.0,832748.0
1874,1067996.0,3379595.0,335767.0,2255880.0,772275.0,1647448.0,509129.0,832250.0
1875,1068638.0,3361307.0,337118.0,2195190.0,766389.0,1639030.0,509519.0,832424.0
1876,1068301.0,3364616.0,317480.0,2209955.0,768935.0,1632573.0,509021.0,833354.0
1877,1069064.0,3402627.0,318597.0,2243230.0,760479.0,1624140.0,508737.0,833021.0
1878,1068782.0,3377106.0,312112.0,2239543.0,761123.0,1629025.0,509605.0,832556.0
1879,1068487.0,3375714.0,314602.0,2236314.0,760700.0,1629583.0,509464.0,832566.0
1880,1068727.0,3364189.0,322040.0,2220397.0,763519.0,1632898.0,509804.0,832924.0
1881,1068226.0,3370156.0,317458.0,2237614.0,770175.0,1634683.0,509156.0,833223.0
1882,1068010.0,3370847.0,312419.0,2240339.0,774241.0,1631972.0,508828.0,832614.0
1883,1068632.0,3369952.0,353098.0,2248856.0,763802.0,1632849.0,509125.0,833427.0
1884,1068315.0,3383893.0,329457.0,2250295.0,761777.0,1639061.0,510087.0,833132.0
1885,1068233.0,3377954.0,330233.0,2282897.0,760535.0,1639557.0,509712.0,832697.0
1886,1067860.0,3376093.0,340387.0,2243242.0,773342.0,1639743.0,509031.0,832334.0
1887,1068485.0,3370550.0,335079.0,2276351.0,772616.0,1639902.0,509496.0,832475.0
1888,1067703.0,3374860.0,343498.0,2255803.0,765370.0,1633959.0,508845.0,832919.0
1889,1069048.0,3379375.0,305575.0,2253524.0,754666.0,1635350.0,508814.0,831943.0
1890,1068357.0,3373707.0,321244.0,2220574.0,763594.0,1630841.0,509685.0,832770.0
1891,1068888.0,3339925.0,329404.0,2209430.0,765847.0,1634497.0,509577.0,832849.0
1892,1069006.0,3363346.0,325495.0,2212323.0,772493.0,1638128.0,509592.0,832854.0
1893,1068309.0,3375517.0,309785.0,2212993.0,774981.0,1643684.0,509268.0,832089.0
1894,1068955.0,3372247.0,293284.0,2208650.0,776974.0,1642534.0,509403.0,832512.0
1895,1069185.0,3354920.0,338964.0,2226428.0,767050.0,1638534.0,508956.0,832383.0
1896,1068856.0,3367996.0,351082.0,2237549.0,769625.0,1626994.0,508986.0,833016.0
1897,1067979.0,3402087.0,346666.0,2252471.0,772164.0,1640669.0,509291.0,831807.0
1898,1068877.0,3373940.0,326548.0,2198749.0,766692.0,1640099.0,509881.0,832651.0
1899,1068338.0,3370996.0,320991.0,2221964.0,776574.0,1638629.0,509811.0,832546.0
1900,1067462.0,3371005.0,328941.0,2210671.0,770495.0,1645567.0,508249.0,832115.0
1901,1069027.0,3388080.0,328020.0,2217928.0,765226.0,1635417.0,509019.0,831957.0
1902,1069070.0,3379062.0,322249.0,2233865.0,760890.0,1629696.0,509760.0,832567.0
1903,1069584.0,3377964.0,333832.0,2255967.0,758777.0,1631627.0,509704.0,833435.0
1904,1068494.0,3357929.0,347374.0,2249314.0,773801.0,1635377.0,509832.0,833402.0
1905,1068775.0,3385566.0,360765.0,2288801.0,773542.0,1631541.0,509182.0,832568.0
1906,1067818.0,3374775.0,335796.0,2258788.0,769383.0,1643063.0,509010.0,832060.0
1907,1069309.0,3379981.0,344274.0,2192985.0,764907.0,1631659.0,508779.0,832020.0
1908,1069155.0,3372452.0,316696.0,2251659.0,758314.0,1634316.0,509336.0,832644.0
1909,1068145.0,3358420.0,362422.0,2255051.0,767168.0,1633540.0,508638.0,832870.0
1910,1068707.0,3383447.0,332473.0,2243635.0,763513.0,1643554.0,509667.0,832839.0
1911,1068656.0,3370710.0,331362.0,2261113.0,774290.0,1642839.0,509177.0,832910.0
1912,1069009.0,3366841.0,344047.0,2254877.0,771959.0,1637908.0,509170.0,833180.0
1913,1068879.0,3368706.0,341144.0,2247420.0,768608.0,1641379.0,509377.0,832118.0
1914,1067886.0,3387043.0,348229.0,2235691.0,767050.0,1642870.0,509537.0,832162.0
1915,1068045.0,3370655.0,318809.0,2227088.0,760976.0,1628430.0,509247.0,833018.0
1916,1068582.0,3377802.0,351869.0,2235656.0,758216.0,1624483.0,509253.0,832608.0
1917,1068674.0,3347137.0,326649.0,2203937.0,761430.0,1631155.0,509803.0,832591.0
1918,1068650.0,3362786.0,333995.0,2220560.0,759031.0,1628617.0,509532.0,832982.0
1919,1067670.0,3365450.0,327892.0,2230454.0,767288.0,1641628.0,508591.0,832338.0
1920,1068537.0,3363064.0,336963.0,2197077.0,762397.0,1633011.0,509011.0,832862.0
1921,1068028.0,3339332.0,321309.0,2200623.0,757758.0,1627741.0,509200.0,833116.0
1922,1069482.0,3376539.0,340098.0,2252032.0,763906.0,1631557.0,509265.0,832788.0
1923,1068719.0,3372835.0,323246.0,2239936.0,761630.0,1634048.0,509748.0,832904.0
1924,1068735.0,3384465.0,326817.0,2222728.0,761177.0,1625887.0,509386.0,833158.0
1925,1068802.0,3406013.0,347025.0,2267806.0,766359.0,1631912.0,509876.0,833179.0
1926,1069212.0,3378417.0,336416.0,2208401.0,759058.0,1632663.0,509464.0,833551.0
1927,1069042.0,3358340.0,323582.0,2243283.0,770793.0,1636648.0,509285.0,833256.0
1928,1068698.0,3367398.0,312373.0,2242185.0,762233.0,1631908.0,509516.0,833318.0
1929,1068877.0,3363367.0,331674.0,2213545.0,763886.0,1632683.0,509724.0,832622.0
1930,1069056.0,3355084.0,320643.0,2230220.0,762423.0,1635123.0,509733.0,833144.0
1931,1068508.0,3343296.0,330126.0,2242563.0,766963.0,1633506.0,509400.0,833231.0
1932,1068227.0,3390276.0,345810.0,2235632.0,771312.0,1641600.0,509287.0,833189.0
1933,1069258.0,3384496.0,319323.0,2217208.0,779553.0,1636280.0,509589.0,832471.0
1934,1068438.0,3363684.0,317127.0,2203441.0,773716.0,1640187.0,509517.0,832581.0
1935,1067782.0,3374248.0,326509.0,2205109.0,773192.0,1645670.0,509701.0,832602.0
1936,1068821.0,3351111.0,321703.0,2230141.0,768450.0,1636733.0,509750.0,832722.0
1937,1068205.0,3352752.0,313608.0,2213141.0,770090.0,1640771.0,509011.0,832416.0
1938,1068583.0,3350017.0,334271.0,2219291.0,769545.0,1638958.0,509661.0,831925.0
1939,1069241.0,3363680.0,318860.0,2249433.0,762670.0,1628960.0,509023.0,832849.0
1940,1068684.0,3373416.0,314661.0,2217026.0,760437.0,1628500.0,508858.0,833080.0
1941,1069015.0,3380227.0,328529.0,2215443.0,760121.0,1639335.0,509437.0,832691.0
1942,1068538.0,3373667.0,344408.0,2224568.0,767791.0,1643891.0,509286.0,833594.0
1943,1069002.0,3375374.0,359260.0,2234426.0,774376.0,1633530.0,509742.0,832792.0
1944,1068460.0,3358990.0,290194.0,2206081.0,773446.0,1638860.0,510020.0,832343.0
1945,1068783.0,3367835.0,338237.0,2271781.0,765656.0,1632056.0,509297.0,832680.0
1946,1068961.0,3359932.0,320880.0,2235232.0,762330.0,1633231.0,509079.0,832910.0
1947,1068034.0,3330827.0,332967.0,2249575.0,766281.0,1628377.0,509656.0,833552.0
1948,1069008.0,3394435.0,338604.0,2275554.0,765914.0,1638724.0,509154.0,833067.0
1949,1068774.0,3387232.0,362047.0,2255087.0,772951.0,1640853.0,509359.0,833105.0
1950,1067763.0,3362858.0,311353.0,2209048.0,771793.0,1635819.0,508941.0,832260.0
1951,1069002.0,3351273.0,315940.0,2221524.0,775670.0,1641409.0,510132.0,832834.0
1952,1068917.0,3380411.0,324969.0,2232509.0,782159.0,1639716.0,509270.0,832151.0
1953,1068790.0,3366320.0,334845.0,2233570.0,769437.0,1639458.0,509372.0,833098.0
1954,1068839.0,3363761.0,340967.0,2233021.0,770052.0,1638554.0,509372.0,832426.0
1955,1068180.0,3352607.0,320297.0,2222335.0,764520.0,1636981.0,508766.0,832386.0
1956,1069132.0,3348681.0,331381.0,2223791.0,772145.0,1634736.0,509022.0,832112.0
1957,1068512.0,3382178.0,342887.0,2231878.0,759820.0,1630944.0,509080.0,833349.0
1958,1068793.0,3372212.0,332396.0,2210664.0,763983.0,1625742.0,509450.0,832849.0
1959,1067832.0,3344298.0,319527.0,2231664.0,759912.0,1629835.0,508904.0,833774.0
1960,1068683.0,3365427.0,326492.0,2229933.0,762314.0,1623948.0,508902.0,833149.0
1961,1069330.0,3365329.0,316227.0,2237429.0,767869.0,1628730.0,509918.0,832875.0
1962,1069136.0,3370167.0,344528.0,2227380.0,758816.0,1625637.0,510085.0,833203.0
1963,1068149.0,3377980.0,328933.0,2246045.0,762766.0,1630568.0,509401.0,833343.0
1964,1069232.0,3356029.0,341868.0,2242480.0,768704.0,1633137.0,509639.0,833068.0
1965,1068893.0,3361429.0,318129.0,2204577.0,771778.0,1635649.0,509942.0,833192.0
1966,1068166.0,3368454.0,299094.0,2225383.0,771158.0,1639194.0,508741.0,832766.0
1967,1069679.0,3371378.0,343159.0,2244382.0,771154.0,1633955.0,509488.0,832707.0
1968,1069595.0,3358031.0,319385.0,2211578.0,766301.0,1641986.0,509492.0,832415.0
1969,1069140.0,3361408.0,313283.0,2185407.0,770464.0,1638801.0,509257.0,832797.0
1970,1068985.0,3381196.0,352095.0,2281351.0,765158.0,1632382.0,508984.0,832480.0
1971,1068461.0,3374683.0,341211.0,2230740.0,759229.0,1625421.0,509637.0,833184.0
1972,1069734.0,3357303.0,319599.0,2229919.0,760636.0,1630717.0,510151.0,833113.0
1973,1068869.0,3378243.0,354392.0,2256918.0,770888.0,1629325.0,509379.0,832496.0
1974,1068219.0,3356879.0,334998.0,2226973.0,772939.0,1638252.0,509268.0,832535.0
1975,1069337.0,3362889.0,331913.0,2224335.0,767374.0,1634267.0,510012.0,833245.0
1976,1068844.0,3387646.0,332019.0,2217568.0,774483.0,1637668.0,509563.0,832308.0
1977,1068519.0,3375408.0,318644.0,2205428.0,769243.0,1642872.0,509350.0,832990.0
1978,1068747.0,3350384.0,317926.0,2211097.0,765966.0,1637362.0,509181.0,832546.0
1979,1068415.0,3359590.0,307434.0,2219135.0,769649.0,1641972.0,508562.0,832839.0
1980,1067544.0,3368660.0,327161.0,2232407.0,768137.0,1631032.0,509044.0,833129.0
1981,1067861.0,3355563.0,340334.0,2232540.0,765036.0,1633526.0,508801.0,832645.0
1982,1068690.0,3347948.0,319297.0,2205691.0,763705.0,1636451.0,508543.0,832555.0
1983,1067385.0,3344518.0,316014.0,2212763.0,769319.0,1627676.0,509185.0,833006.0
1984,1068860.0,3383600.0,312260.0,2220216.0,760039.0,1624752.0,509228.0,832890.0
1985,1069151.0,3352585.0,318347.0,2216584.0,760553.0,1638942.0,509274.0,832838.0
1986,1068502.0,3342091.0,339236.0,2221628.0,763569.0,1626796.0,509329.0,833038.0
1987,1069001.0,3374557.0,341360.0,2250208.0,762158.0,1633792.0,509552.0,833107.0
1988,1068504.0,3349925.0,316761.0,2217279.0,763578.0,1629392.0,509001.0,832188.0
1989,1068082.0,3382030.0,318390.0,2222748.0,759972.0,1628278.0,508579.0,833085.0
1990,1068832.0,3337798.0,308509.0,2194241.0,761132.0,1626490.0,509609.0,832395.0
1991,1068302.0,3357931.0,330596.0,2245911.0,760228.0,1626379.0,509439.0,833104.0
1992,1068772.0,3374255.0,331439.0,2222572.0,758947.0,1630682.0,508939.0,832486.0
1993,1069549.0,3384865.0,376884.0,2259144.0,763184.0,1626472.0,509837.0,833056.0
1994,1069302.0,3359027.0,324235.0,2234096.0,761730.0,1630210.0,509122.0,832772.0
1995,1067969.0,3376672.0,334790.0,2257011.0,756564.0,1628811.0,508530.0,832577.0
1996,1068681.0,3375150.0,310415.0,2234536.0,767370.0,1629987.0,509309.0,833121.0
1997,1068550.0,3385066.0,326132.0,2231944.0,767314.0,1633169.0,509414.0,831916.0
1998,1068955.0,3391633.0,325632.0,2234412.0,760344.0,1624097.0,509006.0,833348.0
1999,1069824.0,3393161.0,292894.0,2237367.0,771100.0,1633044.0,509811.0,832881.0
2000,1069120.0,3374607.0,324665.0,2186644.0,776972.0,1637323.0,509152.0,832557.0
2001,1068142.0,3349603.0,366307.0,2240917.0,766182.0,1639734.0,509326.0,832565.0
2002,1068551.0,3369378.0,311176.0,2241191.0,763803.0,1627708.0,509584.0,832477.0
2003,1068736.0,3398224.0,337981.0,2245456.0,763370.0,1625722.0,509421.0,833450.0
2004,1068849.0,3331143.0,328184.0,2227346.0,757906.0,1631066.0,509010.0,832744.0
2005,1069438.0,3372592.0,328822.0,2210185.0,761034.0,1628477.0,509215.0,832558.0
2006,1069632.0,3367234.0,352422.0,2194313.0,763696.0,1632068.0,509162.0,832859.0
2007,1069161.0,3388414.0,338385.0,2227055.0,762513.0,1629800.0,509661.0,832737.0
2008,1068776.0,3362902.0,308645.0,2226117.0,760091.0,1634500.0,509561.0,832883.0
2009,1068114.0,3350279.0,344157.0,2238711.0,769277.0,1635822.0,509199.0,833304.0
2010,1067880.0,3360915.0,340916.0,2209771.0,772586.0,1638813.0,509169.0,833337.0
2011,1068476.0,3359376.0,311640.0,2213568.0,777315.0,1636516.0,509048.0,832981.0
2012,1068941.0,3384310.0,293834.0,2235090.0,769410.0,1635552.0,509182.0,832790.0
2013,1067451.0,3363591.0,305024.0,2221889.0,773952.0,1638277.0,508857.0,832882.0
2014,1069361.0,3379850.0,333906.0,2243580.0,770703.0,1632355.0,509226.0,832381.0
2015,1068409.0,3369554.0,331794.0,2186979.0,769567.0,1642275.0,508983.0,832239.0
2016,1069074.0,3384047.0,309323.0,2224190.0,769721.0,1635305.0,509718.0,832921.0
2017,1068727.0,3346530.0,319613.0,2211086.0,773579.0,1642590.0,508894.0,832136.0
2018,1068409.0,3368218.0,342378.0,2226871.0,769491.0,1637093.0,509103.0,832570.0
2019,1068456.0,3348975.0,310626.0,2236122.0,773226.0,1637453.0,510323.0,832517.0
2020,1067972.0,3391548.0,332582.0,2245775.0,772703.0,1639923.0,509672.0,832612.0
2021,1068779.0,3368166.0,311082.0,2196264.0,776421.0,1637433.0,509945.0,832590.0
2022,1068302.0,3376391.0,354505.0,2239334.0,774768.0,1642241.0,508797.0,831840.0
2023,1068485.0,3374603.0,325053.0,2209946.0,775796.0,1641955.0,509944.0,832288.0
2024,1069041.0,3354601.0,325560.0,2187440.0,773747.0,1637142.0,509120.0,832831.0
2025,1068267.0,3375869.0,358228.0,2258170.0,780796.0,1638880.0,508989.0,832544.0
2026,1068410.0,3376171.0,327393.0,2211687.0,774017.0,1638783.0,509430.0,832639.0
2027,1069146.0,3384328.0,319990.0,2225234.0,771846.0,1633692.0,509296.0,832773.0
2028,1068031.0,3377881.0,307876.0,2246268.0,770203.0,1637423.0,509731.0,832602.0
2029,1068844.0,3351348.0,335899.0,2227851.0,765111.0,1631945.0,509441.0,833055.0
2030,1068185.0,3360015.0,342045.0,2249261.0,759706.0,1631018.0,509509.0,832928.0
2031,1068051.0,3376972.0,341918.0,2190264.0,758940.0,1631169.0,508223.0,832805.0
2032,1068920.0,3394694.0,366475.0,2253571.0,754899.0,1631843.0,509321.0,832957.0
2033,1068767.0,3379497.0,335424.0,2219246.0,763627.0,1629962.0,509884.0,833564.0
2034,1069070.0,3387405.0,321485.0,2244832.0,766697.0,1638463.0,509510.0,833088.0
2035,1069494.0,3359609.0,336612.0,2210253.0,770140.0,1636872.0,509860.0,832931.0
2036,1068966.0,3356468.0,318922.0,2227782.0,770933.0,1636609.0,509166.0,832952.0
2037,1068871.0,3378375.0,345688.0,2228729.0,775488.0,1640621.0,509438.0,832639.0
2038,1069085.0,3350250.0,315641.0,2193236.0,770574.0,1635838.0,509498.0,832593.0
2039,1068558.0,3376509.0,313248.0,2199947.0,763641.0,1628801.0,509313.0,833080.0
2040,1068265.0,3391262.0,324163.0,2231991.0,759774.0,1628233.0,509470.0,832649.0
2041,1068282.0,3385017.0,315682.0,2248319.0,765288.0,1630150.0,509064.0,833202.0
2042,1068240.0,3386234.0,331837.0,2249867.0,761244.0,1628631.0,509267.0,832741.0
2043,1068266.0,3381626.0,320593.0,2235469.0,765040.0,1625985.0,508789.0,831683.0
2044,1068104.0,3353496.0,319533.0,2248580.0,774372.0,1639025.0,509129.0,832175.0
2045,1068559.0,3378044.0,349693.0,2254045.0,766661.0,1637682.0,510121.0,833081.0
2046,1068849.0,3383858.0,341328.0,2222951.0,764927.0,1633732.0,509139.0,832947.0
2047,1068435.0,3378638.0,337038.0,2225068.0,774022.0,1637716.0,509387.0,832295.0
2048,1068837.0,3353969.0,327408.0,2225910.0,768136.0,1631413.0,509661.0,833637.0
2049,1068609.0,3337903.0,333259.0,2244970.0,769085.0,1630827.0,509397.0,833380.0
2050,1068421.0,3365200.0,326629.0,2225227.0,769390.0,1633353.0,509304.0,833015.0
2051,1068742.0,3384140.0,326575.0,2229484.0,771898.0,1643278.0,509557.0,832367.0
2052,1069178.0,3383593.0,323349.0,2182411.0,776339.0,1634884.0,509631.0,833242.0
2053,1067660.0,3365601.0,360529.0,2235093.0,769783.0,1644473.0,508860.0,832452.0
2054,1067977.0,3331189.0,329336.0,2209952.0,771365.0,1642420.0,508601.0,833072.0
2055,1068973.0,3374090.0,308092.0,2213491.0,772698.0,1633462.0,508930.0,833218.0
2056,1067848.0,3370968.0,337210.0,2238524.0,768584.0,1631754.0,509844.0,833201.0
2057,1069134.0,3372475.0,305426.0,2222307.0,770009.0,1634490.0,509310.0,832532.0
2058,1068979.0,3362476.0,331247.0,2208494.0,773861.0,1640059.0,509417.0,833077.0
2059,1068063.0,3360690.0,329542.0,2229881.0,759151.0,1624746.0,509057.0,833067.0
2060,1068723.0,3363473.0,324542.0,2227525.0,764590.0,1629897.0,509168.0,832094.0
2061,1068990.0,3362237.0,350617.0,2238651.0,769028.0,1632000.0,510258.0,832726.0
2062,1069169.0,3368284.0,315516.0,2190069.0,769572.0,1636229.0,509606.0,833048.0
2063,1068310.0,3369886.0,365900.0,2257972.0,778864.0,1639407.0,509628.0,832392.0
2064,1069458.0,3356287.0,371539.0,2260643.0,770089.0,1637794.0,509410.0,832398.0
2065,1068283.0,3377424.0,334686.0,2244098.0,770041.0,1639275.0,509031.0,832267.0
2066,1068960.0,3361220.0,340012.0,2237423.0,767690.0,1626081.0,509050.0,832563.0
2067,1068597.0,3367731.0,331290.0,2216794.0,762690.0,1626927.0,509753.0,833484.0
2068,1068418.0,3356174.0,338564.0,2219193.0,767744.0,1633063.0,509364.0,833238.0
2069,1069098.0,3341407.0,322165.0,2233827.0,764242.0,1630580.0,509824.0,833090.0
2070,1068752.0,3350537.0,305294.0,2239235.0,772493.0,1630942.0,509861.0,832838.0
2071,1068583.0,3361076.0,310515.0,2216069.0,770948.0,1642804.0,509791.0,832294.0
2072,1068388.0,3364825.0,324002.0,2210035.0,773622.0,1636023.0,509295.0,832593.0
2073,1068917.0,3384575.0,324544.0,2237405.0,772200.0,1640748.0,509437.0,833363.0
2074,1068187.0,3351961.0,308998.0,2222194.0,774370.0,1639020.0,508885.0,832666.0
2075,1068354.0,3339990.0,337467.0,2200590.0,770110.0,1640530.0,509285.0,831828.0
2076,1069157.0,3358228.0,310696.0,2212716.0,761259.0,1630033.0,509465.0,832947.0
2077,1069463.0,3367806.0,322356.0,2223444.0,759683.0,1632811.0,509369.0,832010.0
2078,1068925.0,3371435.0,320712.0,2235885.0,769146.0,1637404.0,510270.0,833493.0
2079,1068927.0,3363739.0,328796.0,2225487.0,777690.0,1633370.0,509717.0,833251.0
2080,1068593.0,3374891.0,316510.0,2235655.0,775203.0,1640932.0,509194.0,832808.0
2081,1068667.0,3359954.0,307471.0,2200943.0,770253.0,1641375.0,509236.0,832402.0
2082,1068060.0,3330262.0,297207.0,2203139.0,768939.0,1633906.0,508823.0,833009.0
2083,1068224.0,3370152.0,318380.0,2206437.0,767547.0,1640755.0,508927.0,832985.0
2084,1068974.0,3359561.0,313472.0,2218370.0,765757.0,1635190.0,509317.0,833010.0
2085,1069166.0,3374235.0,348220.0,2232338.0,771598.0,1632584.0,509418.0,832919.0
2086,1068602.0,3367235.0,313633.0,2214418.0,761028.0,1628230.0,509269.0,833087.0
2087,1068249.0,3359329.0,295134.0,2216838.0,762939.0,1638375.0,509008.0,832493.0
2088,1067957.0,3358064.0,334048.0,2197651.0,765477.0,1645338.0,508859.0,832135.0
2089,1068191.0,3332663.0,313814.0,2197220.0,771585.0,1644017.0,509263.0,833102.0
2090,1068111.0,3382368.0,325062.0,2206428.0,773978.0,1647908.0,509031.0,832661.0
2091,1068478.0,3381167.0,352818.0,2235358.0,773767.0,1636732.0,509150.0,833086.0
2092,1068630.0,3361299.0,309236.0,2223399.0,779522.0,1638663.0,509660.0,832188.0
2093,1068408.0,3364786.0,327281.0,2244908.0,765623.0,1638054.0,509228.0,832329.0
2094,1068224.0,3375235.0,336573.0,2211430.0,775486.0,1637788.0,509128.0,832291.0
2095,1067926.0,3375636.0,336299.0,2218552.0,770810.0,1634729.0,509093.0,832473.0
