,delta0,delta1,delta2,delta3,delta4,delta5,delta6,delta7
603,1091569.0,3159686.0,508345.0,2558178.0,901603.0,1589946.0,423197.0,865408.0
604,1091937.0,3164929.0,525734.0,2564368.0,904777.0,1584389.0,423322.0,865757.0
605,1092368.0,3166118.0,506604.0,2518169.0,895832.0,1584172.0,423925.0,865704.0
606,1092179.0,3139034.0,548671.0,2533363.0,896223.0,1580030.0,423312.0,865781.0
607,1092021.0,3186528.0,578629.0,2618451.0,912985.0,1588394.0,422951.0,865215.0
608,1092079.0,3152586.0,497707.0,2521655.0,898083.0,1590219.0,423522.0,865439.0
609,1091181.0,3186281.0,525424.0,2613218.0,895309.0,1587147.0,423048.0,864859.0
610,1092185.0,3138277.0,485274.0,2493989.0,898694.0,1583489.0,422942.0,865734.0
611,1092047.0,3155914.0,512237.0,2570059.0,898608.0,1584087.0,423602.0,865354.0
612,1092515.0,3129356.0,508177.0,2565397.0,902567.0,1579237.0,423727.0,866301.0
613,1092317.0,3132138.0,498844.0,2491370.0,904334.0,1584926.0,422860.0,866106.0
614,1092115.0,3142457.0,521199.0,2536446.0,901142.0,1586929.0,424324.0,865757.0
615,1092707.0,3170514.0,528198.0,2558039.0,905556.0,1587154.0,423566.0,865826.0
616,1091925.0,3141223.0,507876.0,2529198.0,908606.0,1590819.0,422934.0,865503.0
617,1091433.0,3140359.0,520506.0,2532746.0,903162.0,1584131.0,423545.0,865896.0
618,1092513.0,3153768.0,551524.0,2580651.0,897926.0,1592445.0,423038.0,866209.0
619,1092134.0,3145336.0,507116.0,2526018.0,896393.0,1588473.0,423049.0,865016.0
620,1091276.0,3147264.0,512173.0,2512053.0,891684.0,1582603.0,423233.0,865425.0
621,1091412.0,3174645.0,520437.0,2561081.0,893214.0,1584518.0,423586.0,866297.0
622,1092609.0,3147392.0,512692.0,2547407.0,901084.0,1578938.0,422956.0,865749.0
623,1091673.0,3185014.0,525273.0,2521215.0,898083.0,1584245.0,423454.0,865645.0
624,1090497.0,3159899.0,518829.0,2574105.0,888549.0,1578378.0,422708.0,865209.0
625,1091518.0,3151186.0,528685.0,2577849.0,894550.0,1584504.0,422962.0,865326.0
626,1090949.0,3142327.0,525484.0,2500921.0,899515.0,1585340.0,422896.0,865303.0
627,1091449.0,3167797.0,532845.0,2538480.0,906502.0,1583612.0,423152.0,865798.0
628,1091347.0,3124848.0,518334.0,2581761.0,906986.0,1586102.0,422766.0,865366.0
629,1092818.0,3169382.0,493426.0,2538438.0,900297.0,1582079.0,423177.0,865209.0
630,1091624.0,3185477.0,547243.0,2559170.0,903364.0,1580247.0,423222.0,865523.0
631,1092077.0,3158663.0,509440.0,2537818.0,900125.0,1582461.0,423240.0,865865.0
632,1091631.0,3144680.0,528211.0,2513957.0,896153.0,1584907.0,423388.0,865443.0
633,1091328.0,3201351.0,531315.0,2598707.0,899349.0,1582120.0,422547.0,866000.0
634,1091606.0,3150491.0,515578.0,2546715.0,887404.0,1573699.0,423074.0,864783.0
635,1091923.0,3146867.0,532574.0,2523604.0,898560.0,1582258.0,422918.0,865501.0
636,1091808.0,3143293.0,505990.0,2525186.0,910158.0,1586894.0,422137.0,865840.0
637,1090828.0,3144265.0,496159.0,2552940.0,907616.0,1594716.0,422983.0,865362.0
638,1090651.0,3128358.0,517301.0,2556601.0,896749.0,1587260.0,423579.0,865571.0
639,1090886.0,3132725.0,515403.0,2549899.0,895357.0,1581708.0,422710.0,865227.0
640,1090665.0,3144052.0,524160.0,2537656.0,899418.0,1588747.0,422613.0,865032.0
641,1091452.0,3151128.0,525100.0,2525095.0,909134.0,1593159.0,422959.0,865545.0
642,1091511.0,3141292.0,529201.0,2545103.0,899022.0,1590722.0,422883.0,865965.0
643,1092608.0,3138401.0,501160.0,2535505.0,897930.0,1589744.0,423520.0,865678.0
644,1091540.0,3152765.0,528206.0,2544789.0,900031.0,1580056.0,423021.0,865373.0
645,1090785.0,3153328.0,515064.0,2534473.0,894594.0,1583267.0,422743.0,864896.0
646,1090954.0,3122625.0,505428.0,2522417.0,888556.0,1583998.0,422741.0,865198.0
647,1089735.0,3142002.0,516569.0,2555893.0,898542.0,1588586.0,422359.0,864895.0
648,1091338.0,3135267.0,489344.0,2539817.0,906324.0,1591761.0,422518.0,864984.0
649,1091324.0,3142841.0,530303.0,2563369.0,905204.0,1589390.0,422898.0,865205.0
650,1091376.0,3137290.0,526277.0,2566219.0,904197.0,1581734.0,422682.0,865982.0
651,1090301.0,3163212.0,512918.0,2546654.0,896301.0,1588422.0,422442.0,865994.0
652,1090575.0,3148462.0,525212.0,2554686.0,894700.0,1572610.0,422177.0,865259.0
653,1091214.0,3143092.0,517493.0,2539843.0,895385.0,1590265.0,422518.0,864927.0
654,1090392.0,3155203.0,530781.0,2562440.0,906747.0,1590972.0,422727.0,865099.0
655,1089619.0,3142270.0,498418.0,2532931.0,900215.0,1593810.0,422282.0,865353.0
656,1090983.0,3152688.0,509929.0,2559819.0,905149.0,1593749.0,422684.0,865000.0
657,1090916.0,3155282.0,534996.0,2553917.0,897274.0,1590464.0,423138.0,865704.0
658,1090396.0,3147952.0,523798.0,2538359.0,893479.0,1572936.0,422185.0,863794.0
659,1090949.0,3167229.0,508676.0,2551361.0,905516.0,1589663.0,423045.0,864508.0
660,1091229.0,3155873.0,502202.0,2557030.0,899219.0,1581349.0,422640.0,865281.0
661,1091792.0,3157530.0,497587.0,2526366.0,887730.0,1582601.0,422964.0,865196.0
662,1089976.0,3145777.0,553567.0,2561848.0,894408.0,1577553.0,422796.0,865381.0
663,1091107.0,3159152.0,513926.0,2548694.0,893918.0,1577922.0,422759.0,865461.0
664,1090874.0,3152598.0,509364.0,2573665.0,891850.0,1583899.0,422868.0,864965.0
665,1091006.0,3162097.0,541706.0,2549599.0,897844.0,1589981.0,422456.0,864857.0
666,1090884.0,3158367.0,542161.0,2574411.0,899876.0,1582804.0,422942.0,865109.0
667,1089533.0,3162506.0,523631.0,2535165.0,899840.0,1588249.0,421858.0,865109.0
668,1090480.0,3168695.0,545727.0,2589658.0,917823.0,1593892.0,422206.0,865022.0
669,1091206.0,3164036.0,532560.0,2564925.0,902498.0,1587514.0,422723.0,865276.0
670,1091342.0,3157132.0,520429.0,2558174.0,907326.0,1592441.0,422881.0,865403.0
671,1091062.0,3171264.0,543463.0,2557239.0,907098.0,1590399.0,422889.0,865056.0
672,1090296.0,3165230.0,533263.0,2568280.0,900985.0,1593349.0,422229.0,865150.0
673,1090588.0,3156057.0,520825.0,2579514.0,895493.0,1579456.0,422559.0,864892.0
674,1090559.0,3124676.0,486268.0,2544797.0,898545.0,1578452.0,422581.0,864899.0
675,1090888.0,3151237.0,520956.0,2550302.0,899026.0,1582443.0,422315.0,865111.0
676,1089918.0,3145109.0,507429.0,2543658.0,902079.0,1599438.0,422674.0,864700.0
677,1090127.0,3146857.0,517786.0,2557492.0,906729.0,1586583.0,422212.0,865169.0
678,1090863.0,3153760.0,539565.0,2551717.0,902514.0,1586014.0,422733.0,864852.0
679,1090331.0,3162124.0,529048.0,2566540.0,899027.0,1581611.0,422605.0,865781.0
680,1091488.0,3133450.0,500159.0,2550214.0,896953.0,1578053.0,422656.0,865252.0
681,1090804.0,3144133.0,522901.0,2558360.0,894431.0,1577195.0,422558.0,865273.0
682,1091290.0,3134177.0,543496.0,2541630.0,892244.0,1576708.0,422692.0,864777.0
683,1090245.0,3155291.0,511283.0,2548951.0,893923.0,1583796.0,422236.0,864671.0
684,1090798.0,3140487.0,518952.0,2551365.0,907444.0,1588613.0,422035.0,864828.0
685,1088818.0,3164797.0,529560.0,2566556.0,900449.0,1590289.0,422122.0,865011.0
686,1090759.0,3156889.0,537082.0,2548308.0,900717.0,1593001.0,422355.0,864814.0
687,1090202.0,3162423.0,482114.0,2530339.0,900830.0,1581848.0,422597.0,865759.0
688,1089927.0,3189042.0,539256.0,2602412.0,897500.0,1582635.0,422622.0,865024.0
689,1090437.0,3135549.0,511114.0,2565314.0,893361.0,1574927.0,422245.0,865247.0
690,1090599.0,3116257.0,504164.0,2543966.0,907418.0,1577642.0,422157.0,864986.0
691,1091259.0,3172431.0,540261.0,2592474.0,897418.0,1580102.0,422904.0,865058.0
692,1090278.0,3143060.0,510900.0,2537296.0,890114.0,1579801.0,422034.0,864951.0
693,1091034.0,3150814.0,508692.0,2538182.0,908464.0,1588549.0,422478.0,864316.0
694,1090771.0,3148538.0,518821.0,2542808.0,901294.0,1590561.0,422332.0,864931.0
695,1090628.0,3137258.0,532122.0,2545006.0,904423.0,1592438.0,422632.0,865125.0
696,1090530.0,3158219.0,534453.0,2556028.0,900737.0,1588467.0,422067.0,864788.0
697,1089276.0,3167720.0,520269.0,2544298.0,904178.0,1585272.0,422076.0,864739.0
698,1090683.0,3162499.0,520841.0,2545327.0,905376.0,1588232.0,422942.0,865266.0
699,1090950.0,3130480.0,494045.0,2541122.0,908477.0,1589565.0,422993.0,865875.0
700,1090506.0,3151929.0,519692.0,2547622.0,901676.0,1584835.0,422512.0,865326.0
701,1089980.0,3161986.0,518893.0,2564643.0,899430.0,1593420.0,422340.0,864335.0
702,1091178.0,3151355.0,522003.0,2562802.0,899702.0,1585836.0,422284.0,865113.0
703,1090287.0,3150379.0,530684.0,2555167.0,898706.0,1587459.0,422718.0,865137.0
704,1091424.0,3155618.0,510638.0,2538882.0,897192.0,1576182.0,422754.0,865266.0
705,1090392.0,3151281.0,518450.0,2568198.0,902461.0,1583159.0,422183.0,865129.0
706,1091509.0,3140170.0,530242.0,2554979.0,896145.0,1584738.0,422721.0,865567.0
707,1090237.0,3159893.0,517090.0,2592318.0,895666.0,1583980.0,422513.0,865269.0
708,1090879.0,3127957.0,497582.0,2477812.0,894802.0,1581889.0,422898.0,865306.0
709,1090237.0,3162915.0,549638.0,2588319.0,896781.0,1580516.0,422315.0,864737.0
710,1090653.0,3141025.0,490704.0,2516726.0,888558.0,1579025.0,421991.0,865122.0
711,1090445.0,3187935.0,527932.0,2555441.0,891454.0,1572541.0,422235.0,864538.0
712,1090848.0,3155560.0,545248.0,2571459.0,891232.0,1582274.0,422403.0,865311.0
713,1090073.0,3166828.0,514531.0,2567312.0,887263.0,1579621.0,421830.0,864626.0
714,1090380.0,3166684.0,516198.0,2573427.0,893320.0,1592474.0,422194.0,864748.0
715,1089336.0,3165998.0,508185.0,2541184.0,902367.0,1589274.0,421976.0,864705.0
716,1090542.0,3135856.0,517409.0,2566103.0,904833.0,1582109.0,422620.0,865042.0
717,1090256.0,3131030.0,513602.0,2501278.0,902752.0,1586630.0,422152.0,864553.0
718,1090392.0,3165691.0,543024.0,2584523.0,902435.0,1583115.0,422155.0,865483.0
719,1090480.0,3122255.0,521866.0,2546169.0,902837.0,1579656.0,422549.0,864806.0
720,1090307.0,3140415.0,529190.0,2556692.0,894065.0,1591057.0,422935.0,865797.0
721,1091390.0,3146985.0,515875.0,2573345.0,896775.0,1586256.0,422240.0,865437.0
722,1089419.0,3138850.0,497046.0,2540375.0,905662.0,1587109.0,422522.0,865265.0
723,1090872.0,3149948.0,550870.0,2560620.0,896598.0,1577482.0,422563.0,865255.0
724,1090185.0,3175995.0,528295.0,2583406.0,897626.0,1580973.0,422205.0,865049.0
725,1091057.0,3155630.0,510541.0,2552984.0,898771.0,1586038.0,422173.0,865333.0
726,1089783.0,3149324.0,499844.0,2559325.0,895643.0,1577577.0,422008.0,864959.0
727,1090709.0,3155566.0,515887.0,2562190.0,897751.0,1580987.0,422239.0,865347.0
728,1090667.0,3160063.0,507920.0,2573737.0,900385.0,1582327.0,422315.0,865169.0
729,1090783.0,3156107.0,537673.0,2531996.0,894612.0,1586559.0,422467.0,865472.0
730,1090329.0,3171246.0,512969.0,2533098.0,899367.0,1592737.0,422495.0,864665.0
731,1089142.0,3161480.0,558789.0,2549493.0,902803.0,1588678.0,422188.0,865165.0
732,1090300.0,3173529.0,545801.0,2574046.0,906626.0,1586252.0,421825.0,864941.0
733,1089076.0,3157210.0,520151.0,2552499.0,897688.0,1578866.0,421565.0,864993.0
734,1090497.0,3142960.0,521517.0,2536592.0,892815.0,1579622.0,421746.0,865162.0
735,1090033.0,3146072.0,524040.0,2567363.0,894354.0,1576442.0,421969.0,864562.0
736,1090308.0,3178520.0,524381.0,2550582.0,891613.0,1578435.0,421656.0,865071.0
737,1090185.0,3138811.0,510695.0,2536242.0,891333.0,1577666.0,422334.0,865157.0
738,1089123.0,3167859.0,521061.0,2546232.0,888597.0,1578767.0,421919.0,865031.0
739,1089915.0,3130741.0,508769.0,2563316.0,896140.0,1578885.0,422058.0,865374.0
740,1089660.0,3153299.0,516346.0,2528962.0,896550.0,1578669.0,421973.0,864879.0
741,1090531.0,3114848.0,520038.0,2528616.0,898919.0,1579850.0,422142.0,864757.0
742,1090236.0,3133273.0,514461.0,2546166.0,894382.0,1578897.0,422074.0,864903.0
743,1090843.0,3160506.0,503740.0,2539479.0,891995.0,1578309.0,422371.0,864802.0
744,1090097.0,3174481.0,505551.0,2530869.0,890007.0,1579968.0,422657.0,865143.0
745,1089222.0,3168662.0,531117.0,2565384.0,896210.0,1577040.0,421824.0,865003.0
746,1090430.0,3124140.0,531713.0,2564286.0,899928.0,1584915.0,422010.0,865263.0
747,1089994.0,3124432.0,496792.0,2536372.0,899120.0,1585294.0,422044.0,864919.0
748,1089393.0,3174308.0,521259.0,2542436.0,903405.0,1580741.0,422083.0,865413.0
749,1090557.0,3129652.0,508839.0,2579417.0,901588.0,1584818.0,422292.0,864548.0
750,1089244.0,3121033.0,507117.0,2529163.0,898929.0,1580938.0,421816.0,865662.0
751,1090448.0,3158028.0,526775.0,2558760.0,901483.0,1579001.0,421968.0,865096.0
752,1089964.0,3153605.0,513537.0,2548852.0,895484.0,1582555.0,421876.0,865302.0
753,1089005.0,3160285.0,543635.0,2547636.0,900320.0,1584047.0,421798.0,864893.0
754,1089334.0,3164026.0,513676.0,2568009.0,905172.0,1583381.0,421829.0,864386.0
755,1089649.0,3174436.0,539963.0,2550331.0,896998.0,1587646.0,422107.0,864928.0
756,1089418.0,3115628.0,498085.0,2541046.0,900087.0,1587089.0,421241.0,864197.0
757,1090020.0,3174074.0,539027.0,2545632.0,899900.0,1594165.0,421381.0,865174.0
758,1090000.0,3151700.0,497952.0,2521447.0,902157.0,1590435.0,422072.0,864535.0
759,1089727.0,3182300.0,531922.0,2579705.0,900741.0,1584188.0,421522.0,864589.0
760,1089527.0,3144792.0,525193.0,2559275.0,901387.0,1591228.0,421521.0,864440.0
761,1089298.0,3163072.0,492466.0,2558248.0,898727.0,1591186.0,421803.0,864848.0
762,1089376.0,3137267.0,535177.0,2583411.0,900861.0,1584745.0,421807.0,865006.0
763,1090164.0,3119564.0,474519.0,2513212.0,898817.0,1593725.0,422203.0,865073.0
764,1090478.0,3129008.0,506220.0,2573361.0,897160.0,1591518.0,421559.0,864802.0
765,1090254.0,3164848.0,520769.0,2550890.0,902043.0,1583856.0,421429.0,865374.0
766,1090093.0,3138079.0,512161.0,2580888.0,894638.0,1588682.0,422016.0,864944.0
767,1088687.0,3147116.0,528081.0,2537057.0,895854.0,1583996.0,422182.0,865063.0
768,1089637.0,3155040.0,554649.0,2574981.0,895666.0,1580751.0,421403.0,865073.0
769,1090098.0,3168709.0,523223.0,2574210.0,892407.0,1583875.0,422327.0,864415.0
770,1090264.0,3158325.0,516955.0,2560717.0,894107.0,1588632.0,421632.0,864924.0
771,1089513.0,3128113.0,490204.0,2546527.0,896035.0,1580211.0,421997.0,864794.0
772,1090529.0,3154882.0,525290.0,2553637.0,900992.0,1582870.0,422274.0,864469.0
773,1089566.0,3132986.0,513389.0,2571943.0,905792.0,1587953.0,422057.0,865049.0
774,1090058.0,3108597.0,482467.0,2491453.0,903659.0,1586449.0,421829.0,865135.0
775,1089367.0,3154240.0,521590.0,2597674.0,904257.0,1584106.0,421951.0,865046.0
776,1089962.0,3133531.0,524620.0,2512162.0,895381.0,1587154.0,422009.0,864937.0
777,1089210.0,3136141.0,547159.0,2580271.0,894061.0,1580508.0,421911.0,864956.0
778,1089921.0,3162637.0,519445.0,2542971.0,889245.0,1578078.0,421522.0,865165.0
779,1089797.0,3153596.0,506244.0,2546563.0,888663.0,1573855.0,421758.0,864538.0
780,1089504.0,3151140.0,516965.0,2567004.0,892616.0,1572634.0,421580.0,864783.0
781,1089616.0,3156414.0,542962.0,2564026.0,894110.0,1576175.0,421953.0,864877.0
782,1089536.0,3169645.0,526827.0,2550724.0,890323.0,1575917.0,421652.0,865237.0
783,1089559.0,3153828.0,513461.0,2551952.0,891326.0,1582820.0,421491.0,864951.0
784,1089001.0,3174292.0,529793.0,2571871.0,891877.0,1581849.0,422265.0,865557.0
785,1089792.0,3142500.0,503265.0,2535494.0,894780.0,1579867.0,422321.0,865206.0
786,1089868.0,3138539.0,514374.0,2548387.0,892146.0,1576519.0,421794.0,865077.0
787,1091085.0,3165928.0,506220.0,2551900.0,889980.0,1582554.0,421605.0,865099.0
788,1089898.0,3174258.0,513632.0,2575959.0,891268.0,1581848.0,422115.0,864688.0
789,1089998.0,3131265.0,514496.0,2552372.0,888942.0,1583787.0,422114.0,865410.0
790,1089359.0,3162573.0,532506.0,2556052.0,895377.0,1574877.0,422037.0,864585.0
791,1088504.0,3142127.0,506731.0,2528189.0,887745.0,1579120.0,421574.0,865357.0
792,1089702.0,3146783.0,509362.0,2533985.0,892009.0,1570747.0,421788.0,864701.0
793,1088856.0,3164057.0,522997.0,2554941.0,900002.0,1583778.0,421420.0,864577.0
794,1089498.0,3144657.0,505542.0,2543659.0,900294.0,1591921.0,421976.0,864534.0
795,1089462.0,3144819.0,522947.0,2525493.0,905161.0,1584418.0,421901.0,864811.0
796,1088667.0,3151073.0,512815.0,2533673.0,898049.0,1589525.0,421650.0,864467.0
797,1089381.0,3133331.0,522149.0,2548366.0,899318.0,1593934.0,422435.0,864326.0
798,1090055.0,3158737.0,531396.0,2553198.0,899284.0,1588042.0,421983.0,864920.0
799,1089103.0,3127234.0,523824.0,2569642.0,895915.0,1594319.0,422433.0,863937.0
800,1090123.0,3149250.0,500530.0,2522077.0,899082.0,1588865.0,421837.0,864268.0
801,1088549.0,3175523.0,533092.0,2581952.0,898196.0,1586833.0,422004.0,865147.0
802,1089557.0,3150382.0,526306.0,2538442.0,904962.0,1585454.0,421926.0,864635.0
803,1089611.0,3151699.0,502654.0,2579470.0,901203.0,1585215.0,421397.0,864729.0
804,1089995.0,3163560.0,497765.0,2516254.0,896120.0,1581176.0,421879.0,865486.0
805,1089544.0,3155094.0,548706.0,2578137.0,900081.0,1582354.0,421729.0,864224.0
806,1088472.0,3153439.0,490221.0,2545754.0,891131.0,1582852.0,421494.0,864922.0
807,1090550.0,3126573.0,524977.0,2551080.0,885753.0,1581546.0,421801.0,864631.0
808,1090087.0,3165476.0,510210.0,2589624.0,889224.0,1581840.0,421932.0,864406.0
809,1089569.0,3134212.0,504092.0,2538600.0,901417.0,1579543.0,421389.0,864498.0
810,1089501.0,3175612.0,514776.0,2568245.0,888909.0,1580818.0,421570.0,865046.0
811,1089596.0,3181883.0,512135.0,2556363.0,894847.0,1574650.0,421963.0,864855.0
812,1089503.0,3136072.0,524343.0,2567281.0,884564.0,1577023.0,422113.0,864347.0
813,1089359.0,3155940.0,517214.0,2526981.0,895506.0,1574864.0,422452.0,864726.0
814,1089546.0,3151054.0,515089.0,2558535.0,889871.0,1580253.0,421716.0,864177.0
815,1089292.0,3170638.0,520929.0,2559883.0,890279.0,1587624.0,421734.0,863985.0
816,1087780.0,3175639.0,536796.0,2551038.0,910091.0,1585965.0,421504.0,863994.0
817,1088253.0,3128914.0,517639.0,2563428.0,904346.0,1588294.0,421891.0,864636.0
818,1088766.0,3145204.0,518995.0,2536875.0,894793.0,1573580.0,421577.0,865483.0
819,1089391.0,3157104.0,515066.0,2558194.0,897919.0,1577470.0,421446.0,864749.0
820,1088721.0,3151435.0,511256.0,2556520.0,895994.0,1577283.0,421375.0,864836.0
821,1089540.0,3182220.0,536666.0,2587144.0,892226.0,1579164.0,421721.0,865453.0
822,1088792.0,3159473.0,525310.0,2553365.0,889824.0,1574706.0,421392.0,865313.0
823,1089187.0,3134243.0,505419.0,2536780.0,886388.0,1582072.0,421715.0,864819.0
824,1089295.0,3154538.0,522998.0,2540905.0,886275.0,1584874.0,422736.0,864335.0
825,1088668.0,3180791.0,542858.0,2568265.0,891583.0,1578589.0,421879.0,864509.0
826,1089078.0,3161010.0,532665.0,2564977.0,891115.0,1584347.0,421195.0,864742.0
827,1089318.0,3152938.0,528198.0,2562328.0,895387.0,1584002.0,422244.0,865474.0
828,1088921.0,3129358.0,553868.0,2551078.0,889268.0,1569611.0,421867.0,864671.0
829,1088936.0,3171626.0,510979.0,2529892.0,893263.0,1579230.0,421710.0,865019.0
830,1087900.0,3161747.0,536356.0,2568890.0,894292.0,1585598.0,421089.0,864431.0
831,1090155.0,3152049.0,517168.0,2548855.0,905142.0,1585294.0,422009.0,864143.0
832,1089363.0,3155871.0,529890.0,2547340.0,898532.0,1579513.0,421931.0,865202.0
833,1089584.0,3182446.0,520183.0,2529571.0,891946.0,1584625.0,422055.0,864794.0
834,1089316.0,3131112.0,527953.0,2599689.0,890303.0,1581393.0,422176.0,864867.0
835,1089189.0,3140085.0,516951.0,2570268.0,895484.0,1581251.0,421874.0,865483.0
836,1088688.0,3124670.0,496049.0,2536048.0,897430.0,1577392.0,421511.0,864826.0
837,1089716.0,3134415.0,514954.0,2578077.0,897336.0,1579687.0,422000.0,864761.0
838,1089387.0,3126575.0,499550.0,2553638.0,899467.0,1582613.0,421447.0,864828.0
839,1089268.0,3129447.0,500441.0,2532315.0,896411.0,1587788.0,421540.0,864796.0
840,1088910.0,3142001.0,504078.0,2559987.0,896981.0,1589212.0,421864.0,864739.0
841,1088332.0,3148094.0,505698.0,2557503.0,902874.0,1583477.0,421633.0,864948.0
842,1088968.0,3133823.0,501844.0,2569251.0,895912.0,1587013.0,421422.0,864007.0
843,1089130.0,3128343.0,478492.0,2499910.0,898429.0,1588416.0,421625.0,864546.0
844,1089089.0,3180122.0,555743.0,2584608.0,903664.0,1584654.0,422065.0,864473.0
845,1089129.0,3142452.0,514339.0,2575181.0,900606.0,1589357.0,421352.0,865140.0
846,1089091.0,3156549.0,522511.0,2505589.0,897008.0,1586711.0,421406.0,864427.0
847,1089133.0,3168402.0,506823.0,2591731.0,893553.0,1585748.0,421973.0,864765.0
848,1099014.0,3194911.0,547500.0,2519608.0,903395.0,1588635.0,426822.0,868798.0
849,1099129.0,3170458.0,531688.0,2522536.0,895548.0,1577403.0,426961.0,868205.0
850,1098646.0,3173485.0,510137.0,2545102.0,900114.0,1581837.0,426489.0,868879.0
851,1099504.0,3166128.0,489249.0,2470285.0,907789.0,1584502.0,426641.0,870099.0
852,1099380.0,3213027.0,491158.0,2500568.0,909103.0,1598982.0,426501.0,869866.0
853,1099484.0,3192193.0,506696.0,2507120.0,909521.0,1587404.0,426730.0,869978.0
854,1099643.0,3208504.0,476522.0,2479887.0,897914.0,1585972.0,426592.0,870106.0
855,1098962.0,3211307.0,488219.0,2485872.0,914539.0,1580449.0,426973.0,869618.0
856,1099657.0,3195227.0,493011.0,2506551.0,909703.0,1601198.0,426840.0,869673.0
857,1100154.0,3209194.0,525300.0,2513163.0,911773.0,1600489.0,426666.0,869999.0
858,1100893.0,3213119.0,516841.0,2507057.0,912645.0,1602223.0,427133.0,869883.0
859,1100273.0,3221244.0,519062.0,2488061.0,909393.0,1590419.0,426528.0,870571.0
860,1100085.0,3179468.0,472815.0,2461116.0,900995.0,1591603.0,426483.0,870827.0
861,1099241.0,3197348.0,515132.0,2468757.0,891225.0,1588477.0,425957.0,871116.0
862,1098923.0,3189134.0,503604.0,2448706.0,898663.0,1590456.0,426124.0,871246.0
863,1099482.0,3198900.0,513649.0,2492244.0,902681.0,1597428.0,425652.0,870690.0
864,1099881.0,3199408.0,504795.0,2477154.0,904713.0,1603589.0,426029.0,871743.0
865,1100269.0,3161394.0,500711.0,2489153.0,908044.0,1600962.0,426063.0,870783.0
866,1099787.0,3155624.0,478821.0,2437617.0,912633.0,1610031.0,426228.0,871037.0
867,1099740.0,3193740.0,489610.0,2448774.0,912786.0,1608202.0,426036.0,870701.0
868,1100086.0,3181448.0,487456.0,2461670.0,897829.0,1600725.0,426032.0,871009.0
869,1099393.0,3211824.0,509225.0,2464598.0,895113.0,1594037.0,426398.0,871248.0
870,1099863.0,3193125.0,522007.0,2469201.0,904368.0,1597999.0,426051.0,870742.0
871,1098312.0,3206535.0,500562.0,2491425.0,907746.0,1598968.0,425759.0,870724.0
872,1101678.0,3176617.0,506987.0,2448681.0,898394.0,1608106.0,426362.0,871659.0
873,1114736.0,3462974.0,460355.0,2625796.0,731440.0,1771963.0,460752.0,885776.0
874,1056826.0,3315391.0,328552.0,2162989.0,752014.0,1615172.0,498785.0,821856.0
875,1058298.0,3318239.0,317354.0,2183042.0,748044.0,1607681.0,499492.0,823301.0
876,1058273.0,3262500.0,277900.0,2171833.0,740972.0,1615565.0,499635.0,822632.0
877,1058525.0,3296530.0,310252.0,2125864.0,732866.0,1602757.0,499186.0,823320.0
878,1058656.0,3291541.0,303009.0,2179522.0,737445.0,1601916.0,499239.0,823349.0
879,1058729.0,3294887.0,315775.0,2162213.0,737243.0,1599829.0,499459.0,823237.0
880,1058321.0,3298947.0,316731.0,2189865.0,738908.0,1606960.0,500010.0,822743.0
881,1058190.0,3294181.0,296611.0,2182308.0,741788.0,1615563.0,499584.0,823143.0
882,1057985.0,3292329.0,312287.0,2163218.0,746266.0,1610013.0,499596.0,822808.0
883,1057592.0,3269049.0,290133.0,2168385.0,747085.0,1611297.0,499276.0,822263.0
884,1056915.0,3289185.0,312890.0,2182849.0,742774.0,1615656.0,498625.0,822496.0
885,1057605.0,3325563.0,332142.0,2194577.0,755284.0,1606350.0,499667.0,822645.0
886,1057589.0,3295011.0,307905.0,2147980.0,744646.0,1611467.0,499096.0,822802.0
887,1057469.0,3300440.0,315843.0,2196807.0,747388.0,1613197.0,499415.0,822695.0
888,1057521.0,3276170.0,324398.0,2184976.0,753061.0,1611589.0,499204.0,822908.0
889,1057966.0,3283966.0,293634.0,2134677.0,736602.0,1607454.0,499223.0,822062.0
890,1057623.0,3303757.0,337214.0,2172002.0,735196.0,1605786.0,498907.0,822565.0
891,1057541.0,3287411.0,319396.0,2144339.0,737158.0,1612232.0,499261.0,822093.0
892,1057986.0,3323928.0,300617.0,2192163.0,739698.0,1602718.0,499150.0,822226.0
893,1057693.0,3318984.0,328119.0,2173819.0,741860.0,1609518.0,499399.0,822014.0
894,1058581.0,3286538.0,305614.0,2113868.0,738416.0,1607950.0,499359.0,822679.0
895,1058036.0,3301750.0,323561.0,2219861.0,735417.0,1599075.0,499928.0,822113.0
896,1058072.0,3281064.0,303305.0,2154812.0,740348.0,1602952.0,499059.0,822320.0
897,1057780.0,3300135.0,326089.0,2190286.0,738083.0,1602030.0,499423.0,822537.0
898,1058126.0,3315718.0,317418.0,2189635.0,727543.0,1605750.0,499409.0,822251.0
899,1057903.0,3286239.0,327811.0,2139777.0,737372.0,1600129.0,499198.0,822236.0
900,1058202.0,3291876.0,333377.0,2174526.0,734316.0,1597912.0,498830.0,822577.0
901,1057881.0,3308931.0,318057.0,2150550.0,732313.0,1599899.0,499639.0,823625.0
902,1057176.0,3303426.0,349928.0,2200223.0,738494.0,1609358.0,499646.0,822976.0
903,1058422.0,3289127.0,323664.0,2170589.0,746239.0,1612392.0,499484.0,822737.0
904,1058042.0,3287027.0,279439.0,2150955.0,747018.0,1606389.0,499760.0,822462.0
905,1057563.0,3300840.0,269963.0,2129828.0,745762.0,1613506.0,499697.0,823092.0
